名詞,名詞数,動詞,動詞数,形容詞,形容詞数
身,2,,,,
たね,2,,,,
基金,2,,,,
団体,2,,,,
発信,2,,,,
過激,1,,,,
ネガティブ,1,,,,
感情,1,,,,
否定,3,,,,
反発,1,,,,
歴史,4,,,,
博物館,2,,,,
バーチャル,1,,,,
ツアー,1,,,,
紹介,2,,,,
グルメ,1,,,,
オンライン,2,,,,
件,2,,,,
理不尽,1,,,,
リン,1,,,,
ケース,1,,,,
有罪,2,,,,
事例,1,,,,
周囲,1,,,,
起訴,1,,,,
判決,1,,,,
人事,2,,,,
梁,2,,,,
澄子,2,,,,
戦争,3,,,,
出版,1,,,,
記念,1,,,,
きっかけ,1,,,,
代表,4,,,,
一足,1,,,,
拝読,1,,,,
中学生,1,,,,
向け,2,,,,
購入,1,,,,
得,1,,,,
熊野,1,,,,
功,1,,,,
話題,1,,,,
文化,1,,,,
同性愛,1,,,,
管理,1,,,,
那須,1,,,,
アワード,1,,,,
全て,1,,,,
生,4,,,,
期待,2,,,,
姿,2,,,,
今週,1,,,,
土曜日,1,,,,
のど,1,,,,
スプレー,1,,,,
運動,10,,,,
ドキュメンタリー,1,,,,
中心,2,,,,
貴重,2,,,,
記録,1,,,,
主導,1,,,,
改憲,2,,,,
積極,2,,,,
有事,1,,,,
傾向,1,,,,
雑,2,,,,
事実,2,,,,
男女,2,,,,
勇気,3,,,,
不利益,1,,,,
不平等,1,,,,
同権,1,,,,
身近,2,,,,
比較,1,,,,
技術,1,,,,
採用,2,,,,
優秀,4,,,,
つもり,1,,,,
バイアス,1,,,,
生い立ち,1,,,,
近所,2,,,,
回答,1,,,,
気分,1,,,,
アンケート,1,,,,
項目,1,,,,
範囲,1,,,,
一節,1,,,,
森田,1,,,,
馬場,1,,,,
貝田,1,,,,
後,2,,,,
アイス,1,,,,
巴,1,,,,
山,1,,,,
整形,1,,,,
アイドル,1,,,,
轟,1,,,,
短編,1,,,,
報告,3,,,,
本当,1,,,,
人気,1,,,,
勢揃い,1,,,,
ビデオ,1,,,,
マーケット,1,,,,
月額,1,,,,
放題,1,,,,
単品,1,,,,
レンタル,1,,,,
可能,2,,,,
人種,1,,,,
絵,1,,,,
音楽,1,,,,
表明,1,,,,
カッコ,1,,,,
立候補,1,,,,
連続,1,,,,
司会,2,,,,
暴行,1,,,,
脅迫,1,,,,
証明,1,,,,
有無,1,,,,
強かん,1,,,,
罪,1,,,,
講師,1,,,,
所,2,,,,
理事,1,,,,
界,1,,,,
告発,2,,,,
胸,1,,,,
まとも,1,,,,
感銘,1,,,,
訴え,1,,,,
連帯,1,,,,
先輩,2,,,,
文脈,1,,,,
新人,1,,,,
上限,1,,,,
コントロール,1,,,,
代,2,,,,
知り合い,2,,,,
レベル,1,,,,
危機,1,,,,
系,1,,,,
禁止,4,,,,
車両,1,,,,
告白,3,,,,
エイズ,2,,,,
患者,1,,,,
馬鹿,1,,,,
一枚岩,1,,,,
鮮烈,1,,,,
部活,1,,,,
合宿,1,,,,
部屋,2,,,,
ドア,1,,,,
客,1,,,,
ノック,1,,,,
顧問,1,,,,
怒り,1,,,,
デニム,1,,,,
スカート,2,,,,
ベテラン,1,,,,
おじ,1,,,,
いや,1,,,,
服装,1,,,,
派,1,,,,
欲,1,,,,
基本,1,,,,
真っ黒,3,,,,
スタイリスト,1,,,,
おしゃれ,1,,,,
尊敬,1,,,,
センス,1,,,,
訓練,1,,,,
休憩,2,,,,
次,1,,,,
休,2,,,,
基準,1,,,,
もん,1,,,,
パリ,1,,,,
中国,1,,,,
山西,1,,,,
強姦,1,,,,
修正,1,,,,
残虐,1,,,,
下,1,,,,
異常,1,,,,
レイプ,1,,,,
色,1,,,,
口当たり,1,,,,
反面,1,,,,
先人,1,,,,
模索,1,,,,
第三者,1,,,,
平田,1,,,,
背景,1,,,,
なに,1,,,,
恋愛,4,,,,
無罪,1,,,,
セクハラ,1,,,,
純粋,1,,,,
暴走,1,,,,
性交,1,,,,
引き上げ,1,,,,
自由,1,,,,
恐怖,1,,,,
拒絶,1,,,,
健全,1,,,,
作,2,,,,
お話し,4,,,,
青森,4,,,,
パレード,5,,,,
アイデンティティ,1,,,,
主催,1,,,,
岡田,1,,,,
毎日,2,,,,
はなし,2,,,,
部落,3,,,,
当事者,3,,,,
特権,1,,,,
神奈川,2,,,,
同和,1,,,,
物価,1,,,,
上昇,1,,,,
諸々,1,,,,
抵抗,1,,,,
賃上げ,2,,,,
賛成,1,,,,
元,1,,,,
余裕,2,,,,
取り,1,,,,
達,1,,,,
シンポジウム,1,,,,
作成,1,,,,
民族,1,,,,
階級,1,,,,
複合,1,,,,
多面,1,,,,
優先,1,,,,
そん,1,,,,
手のひら,1,,,,
テレビ,1,,,,
見習い,1,,,,
ヶ月,1,,,,
半,1,,,,
拘束,1,,,,
万,2,,,,
チーフ,1,,,,
給料,2,,,,
上乗せ,1,,,,
本気,1,,,,
憂慮,1,,,,
そもそも,1,,,,
願い,1,,,,
グッズ,1,,,,
製作,1,,,,
設立,1,,,,
継承,1,,,,
参議院,1,,,,
公示,1,,,,
アカウント,2,,,,
フォロー,1,,,,
比例,3,,,,
枚,3,,,,
用紙,1,,,,
政党,1,,,,
名,2,,,,
続き,1,,,,
議員,1,,,,
参院,4,,,,
最多,1,,,,
有権者,1,,,,
注意,1,,,,
チャレンジ,2,,,,
姿勢,1,,,,
視,1,,,,
直結,1,,,,
阻止,1,,,,
与党,1,,,,
先日,2,,,,
発表,1,,,,
不思議,1,,,,
夏服,2,,,,
バス,1,,,,
晩,1,,,,
コンテナ,1,,,,
物品,2,,,,
在庫,1,,,,
状態,1,,,,
靴,1,,,,
新品,1,,,,
衣類,1,,,,
受付,1,,,,
寄付,1,,,,
あと,5,,,,
３,1,,,,
ショート,1,,,,
ムービー,1,,,,
エキストラ,2,,,,
思い出,2,,,,
さまざま,2,,,,
自民,1,,,,
公明,1,,,,
維新,1,,,,
民主,1,,,,
党,1,,,,
拡充,1,,,,
半分,1,,,,
お力,1,,,,
貸し,1,,,,
平凡,1,,,,
姉,1,,,,
弟,1,,,,
ヒューマン,1,,,,
間近,1,,,,
ドキドキ,2,,,,
コンタクト,1,,,,
根底,1,,,,
主題,1,,,,
挨拶,5,,,,
初日,2,,,,
陣,1,,,,
ゲスト,1,,,,
お迎え,1,,,,
ライブ,6,,,,
感動,2,,,,
グロテスク,1,,,,
俄,1,,,,
奇,1,,,,
タイミング,1,,,,
筋,1,,,,
ラジオ,2,,,,
南谷,1,,,,
朝子,1,,,,
リラックス,1,,,,
ジュリア,1,,,,
アメリカ,1,,,,
食卓,1,,,,
シェフ,1,,,,
気合,1,,,,
チラシ,3,,,,
広島,1,,,,
原爆,2,,,,
被爆,1,,,,
方々,1,,,,
冥福,1,,,,
核兵器,1,,,,
抑止,1,,,,
力,1,,,,
軍備,1,,,,
保持,1,,,,
対話,1,,,,
クラ,1,,,,
ファン,2,,,,
残り,3,,,,
前々,1,,,,
風通し,1,,,,
組,1,,,,
編成,1,,,,
勝村,1,,,,
石橋,1,,,,
大山,1,,,,
歩幅,1,,,,
川崎,1,,,,
旅,3,,,,
らい,3,,,,
めい,3,,,,
大橋,2,,,,
当初,1,,,,
分の,1,,,,
ロング,1,,,,
盛りだくさん,1,,,,
ごと,1,,,,
地方,1,,,,
風景,1,,,,
岡山,1,,,,
街並み,1,,,,
北千住,1,,,,
キャスティング,1,,,,
役割,1,,,,
分担,1,,,,
こだわり,1,,,,
売店,1,,,,
ロビー,1,,,,
展示,1,,,,
ライト,1,,,,
卯,2,,,,
梢,1,,,,
畑,1,,,,
まち,1,,,,
詩織,1,,,,
ウクライナ,1,,,,
取材,1,,,,
歌,1,,,,
達也,1,,,,
姉妹,1,,,,
気さく,1,,,,
ジン,1,,,,
前作,1,,,,
作り方,1,,,,
仲,1,,,,
認識,2,,,,
名古屋,1,,,,
発言,1,,,,
遠足,1,,,,
打越,1,,,,
正行,1,,,,
岸,2,,,,
政彦,2,,,,
相手,1,,,,
調査,1,,,,
岩波,1,,,,
別世界,1,,,,
ビックリ,1,,,,
フィクション,1,,,,
建設,1,,,,
外部,1,,,,
社員,1,,,,
金髪,1,,,,
ツバキ,1,,,,
手元,1,,,,
投資,1,,,,
ネットワーク,1,,,,
ビジネス,1,,,,
