総使用日数,4343.0
総投稿数,18466.0
総文字数,2969265.0
投稿数/一日,4.25
文字数/一日,683.69
文字数/一投稿,160.8
ポジティブ投稿数,10630.0
ネガティブ投稿数,7651.0
